"table_name","column_name","value","replacement"
"chemotherapy_treatment_line","f1_schema","1","Afatinib"
"chemotherapy_treatment_line","f1_schema","2","Bevacizumab"
"chemotherapy_treatment_line","f1_schema","3","Carboplatin"
"chemotherapy_treatment_line","f1_schema","4","Erlotinib"
"chemotherapy_treatment_line","f1_schema","5","Gemcitabine"
"chemotherapy_treatment_line","f1_schema","6","Pemetrexed"
"chemotherapy_treatment_line","f1_schema","7","Cisplatin"
"chemotherapy_treatment_line","f1_schema","8","Crizotinib"
"chemotherapy_treatment_line","f1_schema","9","Docetaxel"
"chemotherapy_treatment_line","f1_schema","10","Durvalumab_(MEDI4736)"
"chemotherapy_treatment_line","f1_schema","11","Gefitinib"
"chemotherapy_treatment_line","f1_schema","12","Ipilimumab"
"chemotherapy_treatment_line","f1_schema","13","Nintedanib"
"chemotherapy_treatment_line","f1_schema","14","Nivolumab"
"chemotherapy_treatment_line","f1_schema","15","Olaparib"
"chemotherapy_treatment_line","f1_schema","16","Osimertinib"
"chemotherapy_treatment_line","f1_schema","17","Paclitaxel"
"chemotherapy_treatment_line","f1_schema","18","Vinorelbine"
"chemotherapy_treatment_line","f1_schema","19","Topotecan"
"chemotherapy_treatment_line","f1_schema","20","Etoposide_VP16"
"chemotherapy_treatment_line","f1_schema","21","Doxorrubicine"
"chemotherapy_treatment_line","f1_schema","22","Ciclofosfamide"
"chemotherapy_treatment_line","f1_schema","23","Vincristinea"
"chemotherapy_treatment_line","f1_schema","24","Lanreotide"
"chemotherapy_treatment_line","f1_schema","25","Irinotecan"
"chemotherapy_treatment_line","f1_schema","26","Ramucirumab"
"chemotherapy_treatment_line","f1_schema","27","Nab-Paclitaxel"
"chemotherapy_treatment_line","f1_schema","28","Pembrolizumab"
"chemotherapy_treatment_line","f1_schema","29","Pembrolizumab_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","30","Atezolizumab"
"chemotherapy_treatment_line","f1_schema","31","Dacomitinib"
"chemotherapy_treatment_line","f1_schema","32","Trametinib"
"chemotherapy_treatment_line","f1_schema","33","Dabrafenib"
"chemotherapy_treatment_line","f1_schema","34","Ceritinib"
"chemotherapy_treatment_line","f1_schema","35","Durvalumab_(MEDI4736)_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","36","Avelumab"
"chemotherapy_treatment_line","f1_schema","37","Demcizumab"
"chemotherapy_treatment_line","f1_schema","38","Brigatinib"
"chemotherapy_treatment_line","f1_schema","39","Tremelimumab"
"chemotherapy_treatment_line","f1_schema","40","Antiangiogenic_(blind_clinical_trial)"
"chemotherapy_treatment_line","f1_schema","41","Ganetespib"
"chemotherapy_treatment_line","f1_schema","42","Abemaciclib"
"chemotherapy_treatment_line","f1_schema","43","Capmatinib"
"chemotherapy_treatment_line","f1_schema","44","Denosumab"
"chemotherapy_treatment_line","f1_schema","45","Rociletinib"
"chemotherapy_treatment_line","f1_schema","46","Veliparib_(ABT-_888)"
"chemotherapy_treatment_line","f1_schema","47","Veliparib_(ABT-_888)_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","48","Irvalec"
"chemotherapy_treatment_line","f1_schema","49","Necitumumab"
"chemotherapy_treatment_line","f1_schema","50","Vadimezan_(ASA404)_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","51","Bevacizumab_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","52","Capecitabine"
"chemotherapy_treatment_line","f1_schema","53","Vadimezan_(ASA404)"
"chemotherapy_treatment_line","f1_schema","54","AMG"
"chemotherapy_treatment_line","f1_schema","55","Cetuximab"
"chemotherapy_treatment_line","f1_schema","56","Tirapazamina"
"chemotherapy_treatment_line","f1_schema","57","5-Fluorouracil"
"chemotherapy_treatment_line","f1_schema","58","Paclitaxel_poliglumex_(CT-_2103)"
"chemotherapy_treatment_line","f1_schema","59","Onartuzumab_(MetMAb)"
"chemotherapy_treatment_line","f1_schema","60","Ifosfamide"
"chemotherapy_treatment_line","f1_schema","61","Mesna"
"chemotherapy_treatment_line","f1_schema","62","PM060184"
"chemotherapy_treatment_line","f1_schema","63","Kahalalide_F"
"chemotherapy_treatment_line","f1_schema","64","Sorafenib_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","65","Trabectedin"
"chemotherapy_treatment_line","f1_schema","66","Onartuzumab_(MetMAb)_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","67","Tivantinib"
"chemotherapy_treatment_line","f1_schema","68","Bavituximab"
"chemotherapy_treatment_line","f1_schema","69","Lumretuzumab_(RO5479599)"
"chemotherapy_treatment_line","f1_schema","70","Patritumab"
"chemotherapy_treatment_line","f1_schema","71","Patritumab_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","72","Vandetanib"
"chemotherapy_treatment_line","f1_schema","73","Lorlatinib"
"chemotherapy_treatment_line","f1_schema","74","Alectinib"
"chemotherapy_treatment_line","f1_schema","75","Demcizumab_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","76","Daratumumab"
"chemotherapy_treatment_line","f1_schema","77","Xentuzumab"
"chemotherapy_treatment_line","f1_schema","78","Custirsen_(OGX-_011)"
"chemotherapy_treatment_line","f1_schema","79","Prexasertib_(LY2606368)"
"chemotherapy_treatment_line","f1_schema","80","Lurbinectedin_(PM1183)"
"chemotherapy_treatment_line","f1_schema","81","Temozolomide"
"chemotherapy_treatment_line","f1_schema","82","Sorafenib"
"chemotherapy_treatment_line","f1_schema","84","Rovalpituzumab"
"chemotherapy_treatment_line","f1_schema","85","Rovalpituzumab_vs_Placebo"
"chemotherapy_treatment_line","f1_schema","87","Trametinib"
"chemotherapy_treatment_line","f1_schema","88","Everolimus"
"chemotherapy_treatment_line","f1_schema","90","Entrectinib"
"chemotherapy_treatment_line","f1_schema","91","Epacadostat"
"chemotherapy_treatment_line","f1_schema","92","Oxaliplatin"
"chemotherapy_treatment_line","f1_schema","93","Octreotide"
"chemotherapy_treatment_line","f1_schema","94","Emibetuzumab_(LY2875358)"
"chemotherapy_treatment_line","f1_schema","95","Dostarlimab_(TSR_042)"
"chemotherapy_treatment_line","f1_schema","96","Emactuzumab_(RG7155)"
"chemotherapy_treatment_line","f1_schema","97","Alisertib"
"chemotherapy_treatment_line","f1_schema","98","Lifastuzumab"
"chemotherapy_treatment_line","f1_schema","99","Azacitidine"
