"table_name","column_name","value","replacement"
"comorbidity","positive_negative","0",
"comorbidity","positive_negative","1",
"comorbidity","name","Gastrointestinal disease","Gastrointestinal"
"comorbidity","name","HTA","HTA"
"comorbidity","name","Diabetes Mellitus (DM)","Diabetes Mellitus"
"comorbidity","name","Cardiopathy","Cardiopathy"
"comorbidity","name","EPOC","EPOC"
"comorbidity","name","Hypercholesterolemia","Hypercholesterolemia"
"comorbidity","name","Benign prostatic Hyperplasia","Benign prostatic hyperplasia"
"comorbidity","name","Depressive syndrome/Anxiety","Depressive syndrome/Anxiety"
"comorbidity","name","Alcoholism/ExAlcoholism","Alcoholism/Ex Alcoholism"
"comorbidity","name","Neurodegenerative disorder","Neurodegenerative disorder"
"comorbidity","name","Asthma","Asthma"
"comorbidity","name","Tuberculosis","Tuberculosis"
"comorbidity","name","Obesity","Obesity"
"comorbidity","name","Obstructive sleep Apnea","Obstructive sleep apnea"
"diagnosis","synchronous_tumours","0",
"diagnosis","synchronous_tumours","1","Yes"
"family_antecedents","af","1","Yes"
"family_antecedents","af","NULL",
"family_antecedents","N1","1","Yes"
"family_antecedents","N1","NULL",
"monitoring","death_cause","Lung cancer","Lung cancer"
"monitoring","death_cause","Cancer","Lung cancer"
"monitoring","death_cause","Others","Others"
"monitoring","death_cause","NULL",




"monitoring_iterations","death_cause","1","Lung cancer"
"monitoring_iterations","death_cause","2","death_cause_others"
"monitoring_iterations","death_reason","1","Stroke"
"monitoring_iterations","death_reason","2","Cardiopathy"
"monitoring_iterations","death_reason","3","Bleeding"
"monitoring_iterations","death_reason","4","Pneumonia"
"monitoring_iterations","death_reason","5","Intestinal obstruction"
"monitoring_iterations","death_reason","6","Toxicity"
"monitoring_iterations","death_reason","7","Postsurgical"
"monitoring_iterations","death_reason","9","Other tumors"
"monitoring_iterations","death_reason","9999","Unknown"
"monitoring_iterations","death_reason","888","death_reason_others"
"monitoring_iterations","death_reason","-1",
"monitoring_iterations","monitoring_performed","1","monitoring_perfomed"
"monitoring_iterations","second_neoplasm_presence","0",
"monitoring_iterations","second_neoplasm_presence","1","second_neoplasm_presence"
"monitoring_iterations","second_neoplasm_type","1","Breast"
"monitoring_iterations","second_neoplasm_type","2","Head and neck"
"monitoring_iterations","second_neoplasm_type","3","Germinal tumors"
"monitoring_iterations","second_neoplasm_type","4","Sarcoma"
"monitoring_iterations","second_neoplasm_type","5","Central nervous system"
"monitoring_iterations","second_neoplasm_type","6","Unkown origin carcinoma"
"monitoring_iterations","second_neoplasm_type","7","Colorrectal"
"monitoring_iterations","second_neoplasm_type","8","Esophagogastric"
"monitoring_iterations","second_neoplasm_type","9","Pancreatic"
"monitoring_iterations","second_neoplasm_type","10","Gall bladder"
"monitoring_iterations","second_neoplasm_type","11","Liver"
"monitoring_iterations","second_neoplasm_type","2","Melanoma"
"monitoring_iterations","second_neoplasm_type","13","Skin no melanoma"
"monitoring_iterations","second_neoplasm_type","14","Bladder/urinary tract"
"monitoring_iterations","second_neoplasm_type","15","Renal"
"monitoring_iterations","second_neoplasm_type","16","Prostate"
"monitoring_iterations","second_neoplasm_type","17","Uterus/cervical"
"monitoring_iterations","second_neoplasm_type","18","Lymphoma"
"monitoring_iterations","second_neoplasm_type","19","Leukemia"
"monitoring_iterations","second_neoplasm_type","20","Lung"
"monitoring_iterations","second_neoplasm_type","22","Ovarian"
"monitoring_iterations","second_neoplasm_type","888","second_neoplasm_type_others"
"monitoring_iterations","second_neoplasm_type","-1",
"monitoring_iterations","situation","0","Dead"
"monitoring_iterations","situation","1","Alive without disease"
"monitoring_iterations","situation","2","Alive with disease"
